distance_to_merchant,hour_of_day,is_weekend,budget_utilization,merchant_regret_rate,dwell_time,purchase_occurred
98,2,0,0.9095697510338161,0.5304190472042144,445,0
16,12,0,0.8990845647160868,0.9490731939123687,515,1
215,13,1,0.3834748203452969,0.23255248005771645,335,0
446,23,0,0.1899458054586336,0.43436991051467566,28,0
313,0,0,0.025571334776677612,0.9363111927024831,498,0
145,15,0,0.49971353418566,0.783307569715259,286,0
280,1,1,0.48843253412277854,0.1296964504636089,238,0
265,6,1,0.7574279122871567,0.35097483965664344,313,0
123,20,1,0.5787600777587875,0.6803624001309425,198,0
348,4,1,0.596694254461681,0.39480837148212755,145,0
28,21,0,0.3243411026958416,0.162202285847883,212,0
335,0,1,0.4531259009476736,0.7591732517946318,551,0
351,13,0,0.17854873315084663,0.34247586793869067,163,0
70,13,0,0.6247761685769774,0.9134549193522781,463,0
268,14,1,0.9735807505986787,0.24613156787983603,123,0
486,1,1,0.24460979184712528,0.8853013644775608,160,0
392,12,1,0.07832247823020377,0.34968550638223916,65,0
460,22,0,0.5967758164720426,0.003619658217315913,30,0
313,6,1,0.23182480071188316,0.08534028157392215,232,0
21,12,0,0.5898302879215952,0.4020462423867158,532,0
299,11,0,0.5723353280046815,0.2616175900483515,35,0
421,21,0,0.619470542770625,0.5115156547923527,214,0
380,1,1,0.3094966098513252,0.2525762023416046,53,0
182,23,1,0.2073428588917422,0.1998715322841158,194,0
372,0,1,0.2995362576527192,0.5416736418275531,99,0
428,2,0,0.9034159939793827,0.7509921501222624,261,1
336,9,0,0.808491512941937,0.8210161516557725,10,1
399,5,1,0.9090723848348051,0.2586363105205455,212,0
382,20,1,0.5232874658604921,0.05175371313849486,107,0
47,10,0,0.25446122165925056,0.07750333629602113,356,0
67,1,0,0.5530917848909549,0.7246698081908054,520,0
344,20,1,0.31425028567215807,0.9498268323065361,565,0
265,20,0,0.08169979136063876,0.2502266119798078,452,0
137,12,1,0.5698365376185809,0.5836852584376038,263,0
242,17,1,0.13397055932357116,0.0028840277334938325,321,0
173,9,0,0.9096039005493052,0.0059122758860150615,364,0
329,6,1,0.1950950345629351,0.818367189308316,185,0
65,1,1,0.4887869124807064,0.4780777567030654,153,0
50,6,0,0.10385459497917537,0.5749243448665892,1,0
305,17,1,0.5433847388427003,0.5774075078735881,554,0
487,7,0,0.9864969855540918,0.8479989895574518,594,1
48,22,0,0.30647532976596814,0.9105653559413397,201,1
310,16,0,0.9497310865045968,0.12080789144098947,302,0
280,19,0,0.920358116957127,0.8228605541000857,563,1
238,20,0,0.3878969890075099,0.4529792057949682,485,0
82,16,1,0.5171145072820541,0.04985344293344285,198,0
465,0,1,0.5338333629998878,0.9351042606647513,186,0
291,3,0,0.18448016451769933,0.822849286629721,24,0
5,0,0,0.8361785475668039,0.1897261218900793,376,0
408,8,0,0.7978118605072947,0.2005904812092516,306,0
211,14,0,0.23949982296705785,0.588335640642436,404,0
9,9,0,0.4507266493277342,0.8684862153600351,525,0
85,1,1,0.5615779400438202,0.6150138913188764,469,0
92,3,0,0.9255311918232327,0.12923621874848001,259,0
128,21,1,0.10813118882091188,0.771449858286516,294,0
12,10,1,0.20731914988907874,0.9805098873505074,426,1
55,22,1,0.44159682863803873,0.5202223621595021,486,0
259,15,1,0.7677609082659339,0.7324864627624554,112,0
225,6,1,0.5539456878255844,0.20575112619258973,540,0
271,10,0,0.6740571650866236,0.738709884029422,519,0
440,6,0,0.8928503362381635,0.7409395719748765,595,1
157,18,1,0.03853801931197043,0.3810190651758445,501,0
178,8,0,0.10106900901093907,0.4319472962235803,166,0
311,11,0,0.9865017650598101,0.18662156731378055,204,0
188,21,0,0.10858382290286361,0.94191245790849,292,0
314,2,0,0.39976106790252475,0.2860470236574849,322,0
111,23,1,0.3536690555947821,0.36620855157616194,379,0
450,3,1,0.46474700216377973,0.10288044778922045,234,0
206,12,0,0.6259757628836272,0.6062468530373466,94,0
415,15,1,0.5406715065979543,0.033728527457004276,144,0
152,12,1,0.6570423593747388,0.37936360958142745,171,0
235,10,0,0.710534669684149,0.9352408356423046,64,0
365,2,1,0.7418867800028642,0.13536415393661239,25,0
426,0,0,0.5914322998055754,0.09336485906409087,219,0
431,15,1,0.510583605740552,0.010658318652965182,485,0
27,16,1,0.9856306531076973,0.5410076804718068,503,0
429,23,1,0.16437559917318123,0.4636459651535372,394,0
282,23,0,0.4050304429375928,0.5055451270012852,551,0
496,15,1,0.9458681701477077,0.5376396108902445,551,0
437,11,0,0.4270449437944417,0.7154830453176537,456,0
431,21,1,0.28156852183004377,0.6811176871265312,363,0
279,20,0,0.8997413078030676,0.7647349754850705,169,1
97,16,1,0.5859638623056658,0.4047983162406472,391,0
192,6,1,0.02945984478191388,0.6984189715008395,428,0
198,6,0,0.7722564808734829,0.8848673418664467,75,0
199,21,1,0.7339507157562235,0.34130624453806924,29,0
189,1,0,0.5850819627469661,0.04007715955217084,534,0
367,16,0,0.5505068124313478,0.5206362997033652,275,0
49,18,1,0.6040474384901099,0.31250061512806093,556,0
435,14,0,0.08723326018855482,0.8114465757599735,121,0
239,13,0,0.31282639787360633,0.940793795634098,31,0
76,12,0,0.756204105211305,0.9507092058702967,585,0
454,5,1,0.1963387389725093,0.5916318924896168,436,0
361,4,1,0.8965984485290902,0.2583069874827333,560,0
234,22,1,0.20682206363814082,0.18407051768221305,418,0
326,9,0,0.8956994482845363,0.12751163088906747,456,0
447,7,1,0.3213917682133418,0.9730966361947584,273,0
426,19,1,0.09588153249404041,0.5731659689106223,51,0
159,16,1,0.7106483782486095,0.3728544232764722,576,0
233,21,1,0.5068015404551982,0.9340540741104161,6,1
70,22,0,0.4529225369592482,0.20673303081986538,226,0
417,5,1,0.9079326301165501,0.4836519137126022,533,0
393,8,0,0.5657762601156962,0.8096421359182921,52,0
493,10,0,0.3048402547812299,0.5352218477747179,419,0
229,14,0,0.5225924211649651,0.01230740299187072,188,0
215,23,0,0.8790146721204417,0.7766384191616786,416,1
418,23,0,0.4592950906473685,0.5074314062404602,514,0
214,17,1,0.29733063152284356,0.9724145005505563,533,0
331,19,1,0.7320073732197991,0.09473536636789526,397,0
16,9,1,0.8735314044647918,0.47418785363084215,225,0
110,23,0,0.2599491626797965,0.14929054193739544,311,0
320,0,1,0.831531997334705,0.5841511824104758,384,0
486,19,1,0.318137809073897,0.16191480712331185,455,0
105,16,1,0.8035035520046535,0.4145030474526764,598,0
148,22,0,0.0036345368089759633,0.26384616144907047,48,0
97,9,0,0.18389422798440924,0.7657609205466087,441,0
308,7,1,0.894519886927675,0.6661892167832711,121,0
327,10,1,0.5817027101671399,0.19910661307231747,244,0
254,22,1,0.03949912917486764,0.3219962086632844,201,0
358,16,1,0.7736359339557061,0.8854268618345522,539,0
286,6,1,0.21133924286562,0.058268799426867024,105,0
322,3,0,0.07931397780343985,0.06829304596589969,95,0
58,13,1,0.37177850665868817,0.9275506603282558,564,0
307,17,1,0.32996726677623867,0.6506145552919351,288,0
201,11,1,0.8663926587271081,0.869392464587376,336,1
1,12,1,0.6244188395199619,0.47357871135303964,83,0
245,1,1,0.48235403546418676,0.41109512796948056,286,0
62,6,0,0.04035781967511687,0.7624490360607704,199,0
261,14,1,0.7504844220204522,0.4459531973441224,142,0
225,6,1,0.22158334634469024,0.010612522072858455,248,0
376,7,0,0.20563495907740803,0.616161196269297,335,0
140,19,1,0.39741060082194124,0.0373900481729017,270,0
375,16,1,0.6512352341292222,0.17470687833022702,383,0
176,13,1,0.8288271915231579,0.5297464359306909,246,0
14,12,1,0.4965116867491578,0.5872250258355146,446,0
299,8,1,0.24427524338514883,0.4493646144682185,356,0
447,20,1,0.20473091795665155,0.4311508302190359,280,0
24,5,0,0.41666717363330374,0.4077993890852414,171,0
88,23,0,0.5015311216613989,0.43380077449334387,129,0
173,2,1,0.4195031664152242,0.555977353744632,392,0
474,1,0,0.306236563440897,0.9692781091697674,595,0
44,19,1,0.45405921306135655,0.5736028167136786,77,0
147,10,1,0.9805678516078019,0.6495273905578103,53,0
299,18,1,0.12167396475809622,0.5045614987276065,212,0
103,9,0,0.5726722666215192,0.7203418383142224,150,0
393,0,1,0.5750013562334586,0.9878719812944293,433,0
61,19,0,0.1762754764056177,0.02074698865699509,281,0
287,13,1,0.25204253088340656,0.45936388963402675,340,0
412,17,0,0.8346055487222829,0.431653479140086,542,0
46,22,0,0.7058453258672692,0.18590303298286603,262,0
475,23,0,0.8514070583958,0.34649470624361267,515,0
246,11,1,0.17514402888189118,0.7316712876431558,394,0
88,0,1,0.8643696279797364,0.17274856625720214,283,0
282,15,0,0.008547110115628698,0.6497041224350112,309,0
220,14,1,0.8788820490835139,0.9754879021349486,497,1
124,23,1,0.4005879179146422,0.17819266829407565,76,0
299,21,1,0.8043653240163517,0.3600623063387276,478,0
365,19,1,0.14567597437691993,0.9933797672763715,88,0
426,14,0,0.5528037348018054,0.00768754979358266,528,0
320,20,0,0.7981431834330124,0.3025741701118272,121,0
148,11,0,0.496256336390126,0.7738386728433221,302,0
118,18,1,0.30541178296144555,0.3856825314380583,382,0
475,19,0,0.4650165573322529,0.7279728705395254,130,0
311,9,1,0.9222876195989209,0.3363596522635396,353,0
224,15,0,0.7830628959793474,0.8950131157368243,60,0
248,14,0,0.260490413343366,0.4465758352175916,147,0
436,9,1,0.07992347105052611,0.6156381919608261,426,0
227,9,0,0.45877550822901814,0.6868176161297778,411,0
72,18,1,0.6229378802394299,0.6415543106748945,377,0
12,8,0,0.3508290823886612,0.06797125972643359,73,0
56,17,1,0.5819431988383499,0.7316891188074848,195,0
451,12,0,0.5621477354019135,0.9358715132228382,463,0
380,4,0,0.45730384199053076,0.09015638900277101,33,0
429,19,0,0.35822687467815983,0.054987581908148675,593,0
121,7,1,0.7259649528886561,0.8385550275265631,536,0
216,11,0,0.8494873427060798,0.64950223846328,129,0
413,17,1,0.505010547965962,0.024424372291624863,30,0
324,1,1,0.9847759466615764,0.2288477255966802,408,0
326,1,0,0.9749301167477936,0.2779419429234641,468,0
268,23,0,0.5174451562684866,0.6543841254730479,203,0
356,15,0,0.8054272952216875,0.4025907340953442,457,0
438,8,0,0.43091657930723226,0.7476968619509854,339,0
76,19,0,0.7671331724706638,0.02247458944119185,29,0
475,4,1,0.0052353733965240234,0.9957279477038228,66,0
373,8,0,0.3918269286527085,0.534648436798987,2,0
379,4,1,0.34626361659299454,0.15813152779354678,320,0
172,12,0,0.05677469327442963,0.6374085548350885,478,0
91,19,1,0.9020347478099338,0.5480542522498749,529,0
345,23,0,0.045055209013511455,0.5654289518541497,503,0
427,11,0,0.7225615276360355,0.3338686779668163,474,0
139,5,0,0.5562885468839098,0.8281692343003896,100,0
473,5,1,0.17274433798105104,0.4971229307287257,497,0
27,9,1,0.7619520082321232,0.593839913795196,219,0
172,3,0,0.13395806790331644,0.3261162544599817,321,0
260,1,0,0.3403950501575762,0.5416111576361478,362,0
408,10,0,0.5966643820261927,0.46554572300924113,399,0
299,0,0,0.27731339848260284,0.6561608148696172,18,0
409,4,1,0.028954562101663694,0.33032647359132006,520,0
177,9,0,0.7745408280818895,0.08676397775305922,79,0
2,8,1,0.3990146167735098,0.5021042660438703,172,0
453,3,1,0.7962629402715647,0.8514800052440825,61,0
229,10,1,0.6198365687039997,0.7193524653042519,446,0
142,8,0,0.43128760777914665,0.266344952459011,382,0
441,19,0,0.9661407243806457,0.223613673197388,68,0
323,15,1,0.87635397102065,0.5050698300700088,475,0
324,13,0,0.13176632134419497,0.9998064058438303,566,0
186,22,1,0.5672078515649865,0.6011283274451888,76,0
280,20,0,0.34408496360837004,0.605241103925342,57,0
50,22,0,0.9447463968778913,0.6413334163803105,11,0
161,19,1,0.6475349463858433,0.7824356357167115,89,0
239,22,0,0.3597123026762956,0.6518460046988904,57,0
43,3,1,0.38501907808514146,0.3837846320257785,165,0
170,12,0,0.19872564445867413,0.3352418358499989,306,0
367,18,1,0.5679280302388888,0.7018805339219415,166,0
75,17,0,0.09994489828152475,0.17815113563451745,573,0
262,0,1,0.6411371392405277,0.32489522228064394,550,0
284,0,1,0.9745900798858911,0.5165706299404584,401,0
438,3,1,0.5671372762568127,0.2906604520559931,175,0
30,17,0,0.37234825023650986,0.46121585798645504,139,0
24,20,1,0.6578290549220508,0.024828189357404162,74,0
69,5,0,0.32929531532524126,0.9301092258629311,231,0
461,9,1,0.5213358560457889,0.4656945097459969,73,0
277,21,0,0.22509931013426598,0.5341652104580923,307,0
426,18,0,0.3616937372691763,0.9680299120450084,279,0
26,19,1,0.5148045079231365,0.3739408789708779,405,0
74,23,1,0.5162167558538662,0.9110935242397208,41,0
404,1,1,0.2830163156121205,0.24528345432993337,310,0
250,21,0,0.6686292486360041,0.3176823685793506,368,0
259,6,0,0.744240104848925,0.08703858981096291,329,0
442,20,0,0.8683748972907934,0.07442317021110167,102,0
171,7,0,0.1790394347759804,0.6316312491453625,8,0
184,6,0,0.20332853957553598,0.31863290688753776,465,0
367,12,1,0.8207961769279479,0.34748914237966333,222,0
220,0,0,0.23555855449602592,0.9298340830342937,66,0
332,7,0,0.4833138028274915,0.09763609359886771,417,0
204,14,1,0.2212895722118432,0.06359412180140112,469,0
222,16,1,0.8609571500119362,0.06023046552667566,524,0
378,8,1,0.21501683827563167,0.16171262698365352,355,0
150,13,0,0.5195176785586544,0.34377015508115494,24,0
481,14,1,0.339063705347338,0.6542104345911246,341,0
181,12,1,0.3340536386041929,0.03748172389488935,48,0
216,20,0,0.789633268739764,0.8626754088912466,440,0
211,0,1,0.7222475867285124,0.1242861305967522,230,0
41,11,1,0.10873422732090576,0.7104198384018248,211,0
316,19,0,0.8846460300783331,0.49474233247061683,203,0
20,0,0,0.2758830544986781,0.8579909069885171,197,1
119,3,1,0.8129986461701808,0.13372171717902614,226,0
300,10,0,0.19117271582846995,0.507758852201404,22,0
310,22,1,0.6283219356111838,0.05043795042953758,440,0
365,1,1,0.009922241423499734,0.8693869676447078,542,0
445,12,1,0.6450251825496047,0.8541223264388389,199,0
106,9,1,0.8470315006113033,0.4946799123222989,427,0
215,15,0,0.808459561826899,0.8451849246877706,265,1
61,10,0,0.6557297246609562,0.48701955399814556,532,0
334,19,0,0.6841050675003718,0.9204814095879386,44,0
449,18,0,0.6018886800956211,0.6701678514061864,68,0
89,11,0,0.44328668111244507,0.8698755089226288,115,0
35,9,1,0.6078699520912868,0.10830163497617507,205,0
414,7,0,0.3323269498104974,0.6830481692866406,320,0
424,23,1,0.32691285896112776,0.15698390385897554,478,0
282,21,0,0.3607722404227729,0.7385619507002512,222,1
358,11,0,0.1900167969173321,0.2602908814885083,589,0
244,4,1,0.3033393234291254,0.5225788501729389,581,0
428,10,0,0.12266489278424442,0.20438114250875006,425,0
149,14,0,0.5412510514855586,0.7649500951416901,161,0
127,7,1,0.9209684250187852,0.6398466559267215,198,0
277,21,0,0.08512835641572425,0.5992729879758956,417,0
230,21,0,0.675708929904448,0.7170158727785448,91,1
312,12,0,0.7241123123731817,0.17321927685856175,251,0
47,21,0,0.24949733628266746,0.9377788244308299,34,1
3,6,1,0.34520029723908263,0.5229760675174703,295,0
382,0,0,0.4743634307252509,0.33712974044887545,278,0
302,0,0,0.16208666141620898,0.14377501539608095,53,0
235,3,1,0.9510485076480133,0.11697974520230692,412,0
417,15,1,0.2454631774602949,0.906100456720987,420,0
9,11,1,0.9028762184235559,0.9218663884864428,400,1
144,16,1,0.19440362268181743,0.28578516442840574,247,0
59,10,0,0.12678896753602886,0.8416068959221641,60,0
204,12,0,0.3545386777530415,0.4833900199742106,260,0
76,21,0,0.4534677532145215,0.963585049820038,154,0
10,12,1,0.4887611989082111,0.9850803137775013,0,1
236,3,1,0.6256356145386132,0.8315282410103615,125,0
303,16,0,0.17862592856954473,0.26001238373128543,254,0
326,23,0,0.623490945391549,0.8441700284967635,359,0
439,9,0,0.7198151320070089,0.9359595842013032,455,0
11,5,1,0.4173051716679337,0.9099413184610746,131,1
334,20,0,0.9667579932555299,0.7946561314869197,85,1
68,21,0,0.6756481513366805,0.40756832258550224,247,0
318,9,0,0.9147891124127149,0.18088577635018566,392,0
306,13,1,0.7443224782585097,0.4543375025859012,56,0
263,7,1,0.4491218348080891,0.13299270231923221,257,0
252,0,0,0.2076012225059921,0.6906547618636795,512,0
47,22,0,0.3433984762024671,0.6379371846879661,365,0
62,0,1,0.5908838809298461,0.8875129598442628,209,0
494,5,1,0.8452580272201607,0.4795849115060231,271,0
417,9,1,0.6811325195795283,0.4178225553831041,406,0
149,2,1,0.5975036861505888,0.12775163969396175,147,0
444,9,0,0.8411263663811259,0.9633857802923008,245,1
499,7,0,0.38351259254195436,0.27794969697117977,183,0
412,4,0,0.5071548102577467,0.95308955899955,218,0
410,9,0,0.1910326365872287,0.49459036479136476,590,0
320,11,0,0.520669184889522,0.23693201903395245,397,0
347,8,1,0.38804814920078956,0.8170519721774092,417,0
46,9,1,0.23058178393123108,0.7407000906781115,285,1
398,14,1,0.6401816113816988,0.8733624060408909,576,0
258,4,1,0.8041443362381907,0.4720474641117952,588,0
388,9,1,0.1444181455482173,0.231349701304159,222,0
153,17,0,0.05577895356411067,0.4300784957649295,397,0
449,22,0,0.6494969821890157,0.22427031480920323,528,0
396,6,1,0.8515591240628109,0.32025499107786326,353,0
222,21,1,0.35940700733342157,0.29776653249585394,355,0
63,23,1,0.019410845467118243,0.9486082656942131,367,1
222,13,1,0.9488461627694444,0.9968937033243594,319,1
158,14,0,0.7829568178134332,0.30338577360029484,457,0
90,7,0,0.21260042917152644,0.5499684058456743,132,0
146,3,1,0.5141144473267061,0.46612016772998877,543,0
323,21,1,0.9804099400413048,0.36355477152666016,557,0
65,22,1,0.10414748317088574,0.748612330291871,321,1
199,15,0,0.5771433577355497,0.7851159144086282,105,0
465,22,1,0.2618478263609497,0.30736779150002036,371,0
188,9,0,0.12844118198908983,0.5458150495678531,539,0
353,6,1,0.1373209306938029,0.6152268990587919,433,0
354,23,0,0.16169156047569777,0.1129001854538575,419,0
463,6,0,0.20020650442734,0.2302878956981813,378,0
29,13,0,0.9560631660254446,0.9737329034325385,477,1
432,23,1,0.3032436493322307,0.6387286457142131,177,0
33,12,0,0.19824885866310016,0.12357091619547989,300,0
331,16,0,0.8395590052937726,0.03616757301589879,520,0
11,11,0,0.8527822326788881,0.874661190898723,159,1
46,11,0,0.7006248357060813,0.7419548345104603,143,1
379,1,1,0.34040851004019945,0.887648632399134,130,0
70,13,0,0.22590984860516838,0.9249930335484395,377,0
424,17,1,0.7956493589003529,0.7911430292680856,197,0
82,21,0,0.47455501489845986,0.9217078729594049,415,1
439,17,1,0.09590858913765743,0.23863252339706997,510,0
245,15,1,0.32488740112462444,0.48799839150140034,314,0
118,5,1,0.24196755356493116,0.7410895803697203,568,0
42,0,1,0.16745193638542422,0.020491769598585674,393,0
291,2,0,0.6079509492758524,0.3745793689721557,534,0
392,20,0,0.28797878823100853,0.8281821440299549,544,0
201,7,1,0.27463679611837144,0.4810034668948655,289,0
238,18,0,0.08709065283020012,0.5433510696021049,353,0
210,8,0,0.9297652875430449,0.8807309561493715,153,1
334,2,0,0.5766603229171084,0.6213721943058397,469,0
171,2,0,0.38363277039536314,0.6428508067183687,224,0
439,9,0,0.06730107385740713,0.4648295629886038,427,0
34,5,0,0.9673176620935701,0.22505727623380722,507,0
458,10,0,0.6954999769183204,0.9464338260898557,509,0
26,23,0,0.6248213189911666,0.3601203712158175,359,0
31,17,1,0.5485177007686484,0.21771565152139627,313,0
228,23,1,0.830187198429438,0.2877408938967875,405,0
376,1,1,0.985515421544536,0.3915348376278409,27,0
208,15,1,0.8542767425592304,0.32160224346878996,201,0
167,0,0,0.40131798735465274,0.5423699428437992,438,0
100,1,0,0.12066363215489628,0.778045008774421,67,0
369,12,0,0.692078471264061,0.3455837699939007,5,0
19,12,1,0.6928636179842363,0.7126980941396461,564,0
0,14,0,0.3316151029872694,0.9129635110620483,319,0
134,17,1,0.9222889197592931,0.7894435098797475,169,1
122,23,1,0.019976670551850817,0.4352394670151315,218,0
126,14,1,0.6023135587199588,0.9642798793476278,66,0
388,3,0,0.8737863589070857,0.9737834628854579,434,1
115,1,1,0.108587274827047,0.8629837019759501,231,0
206,9,1,0.21634623815974974,0.028411902512131104,208,0
203,2,0,0.8430258294314845,0.5795590384989434,97,0
244,8,0,0.5556040726600034,0.7845516514326271,169,0
141,10,1,0.37309806432697923,0.5037517369994556,496,0
214,4,0,0.3229975836649217,0.8818911516821769,240,0
339,1,1,0.826234699404746,0.08774726755935724,130,0
488,4,0,0.3586458607852314,0.6770651320163962,60,0
232,13,0,0.1351092872186388,0.0032761111701117285,447,0
235,22,1,0.9053332172659158,0.9177169743217233,480,1
368,6,1,0.36764395934116056,0.4686358938695815,434,0
199,8,0,0.5730113845998747,0.5647170869120046,467,0
459,4,1,0.22885394206759402,0.8589133223764563,87,0
307,17,1,0.6038025154614088,0.4372331625039845,435,0
0,20,1,0.6068029347139383,0.7082060077880692,299,0
211,7,1,0.2604174151413905,0.7652258011398841,389,0
280,19,0,0.5361819032412766,0.7986075158438222,74,0
231,13,1,0.955538749486322,0.6306449627508743,80,0
184,8,1,0.4099276581190249,0.12093265019935484,181,0
121,18,1,0.4508599809378151,0.9167569739991782,176,0
77,0,1,0.6577996974446221,0.6467782840502118,317,0
479,1,0,0.8814674613756199,0.6360777187650466,171,0
87,21,0,0.7839077188674354,0.0050622585608789405,61,0
286,17,0,0.4906470245315304,0.9105996465430084,476,0
30,8,1,0.4500600849298084,0.6526611622052569,356,0
222,21,0,0.8537795459598234,0.4105626754046299,110,0
308,4,0,0.6334989410476976,0.41032564525569626,580,0
261,5,1,0.7496832934719321,0.35495922920028045,264,0
70,22,1,0.6955591407934705,0.5051993180826114,404,0
218,22,1,0.7700770790195062,0.9388824786340407,589,1
211,20,0,0.863006345878447,0.12824146930871494,422,0
440,11,0,0.1665672477480441,0.7961714845229066,592,0
486,19,0,0.0908778640059924,0.4111065919019674,448,0
427,22,0,0.5436353520700755,0.9742406126743685,320,1
32,16,1,0.3201776760152383,0.9239619199508813,492,0
193,4,1,0.8028188565971881,0.7004510679839246,178,1
251,2,1,0.8807187182124261,0.7617801449637291,384,1
99,1,1,0.49646591771691717,0.5816562094907627,38,0
301,16,0,0.7612900026808546,0.36119161666492094,250,0
374,10,1,0.4794383895987331,0.01929920683091013,237,0
429,15,1,0.6199293364774384,0.5147159923012808,261,0
359,10,0,0.027004140717700076,0.9668268317271783,261,0
24,22,1,0.13346879749801632,0.9730991078537163,90,1
105,9,0,0.044128609095947846,0.09703571439742509,311,0
204,8,0,0.699697499850947,0.49575477067381435,163,0
141,4,1,0.43987364057922806,0.11065503876212901,420,0
39,12,0,0.8378860543224557,0.42305164275042717,366,0
404,2,0,0.931230448945098,0.40078514549930044,335,0
486,10,0,0.9640399721863417,0.5123669811620157,348,0
483,5,0,0.47438972618713426,0.9328873073794607,137,0
109,0,0,0.8241307677701951,0.6901860678820164,451,0
350,0,0,0.30194033286783717,0.40894804765554615,391,0
144,4,0,0.14425864970781654,0.9310687593250033,81,0
181,2,0,0.33151418589063864,0.6165300735553164,106,0
351,17,0,0.88362664425386,0.6718522847171692,587,0
69,7,0,0.3776004983552086,0.4275159164242188,503,0
168,13,0,0.11205142639504717,0.04296292611902586,192,0
216,9,1,0.769170591133314,0.823470355259634,411,0
166,12,0,0.1996458590604896,0.3178283373409555,502,0
479,1,0,0.40291144144895885,0.6501779447461049,305,0
235,3,0,0.10462403564299838,0.0030208709856844873,482,0
420,1,0,0.06491758414728543,0.18757838944946847,138,0
421,15,0,0.4844337017220185,0.7438995063788796,165,0
347,13,0,0.5855625608894434,0.8823240408911689,300,0
468,19,0,0.27079171159097337,0.42303938301637845,295,0
383,11,0,0.6674392523637291,0.0019072523114161966,474,0
189,4,1,0.2873630863901543,0.3350723370912395,201,0
107,13,0,0.9996615929972109,0.08466599614319847,55,0
386,12,1,0.13307723857101073,0.8437206052249018,435,0
117,12,0,0.4448218630443598,0.8623752155361477,17,0
458,5,1,0.9274880583100563,0.7487451262980124,469,1
379,6,1,0.84100380458887,0.3641208070207912,304,0
335,11,1,0.631923229963081,0.7062299502233957,375,0
347,18,1,0.11987959068549481,0.5653142159770187,41,0
220,23,1,0.4656113736813732,0.8496250446085877,241,0
353,13,1,0.1406007465275083,0.46269061962893876,506,0
97,15,1,0.38666113227138166,0.37919247892813956,25,0
170,13,0,0.13077006848400352,0.3657490161167698,598,0
497,6,1,0.17857360624314733,0.29981125668499686,128,0
331,8,1,0.23151469582816542,0.5346328926910281,72,0
291,21,0,0.5180588602442556,0.6079007588716586,162,0
481,7,1,0.27312217703003183,0.5578161884061723,260,0
387,7,0,0.566664717003815,0.4049093019696831,508,0
312,8,1,0.1963216451004025,0.3227458832277065,546,0
277,2,0,0.42286443290101894,0.6673848436969066,219,0
128,12,1,0.5025523893646809,0.7688049161589857,31,0
401,23,1,0.07106950617653407,0.002669745507476562,71,0
48,15,0,0.9081272795192652,0.8005886198195529,320,1
498,19,1,0.640346382191161,0.28954384897545293,108,0
113,23,0,0.4293191972874142,0.4201408283948044,599,0
487,8,0,0.9422300144629646,0.5943853675472986,362,0
17,20,0,0.12351457660025333,0.7238902900248214,424,1
271,10,1,0.09881693561226956,0.3105992336777512,538,0
12,12,1,0.635513709785919,0.9512060388066813,92,0
299,20,1,0.5637997344228888,0.8796654258797496,282,0
352,9,0,0.3388891794460266,0.49676816179834205,217,0
407,13,1,0.6474486466684257,0.11903691536365646,37,0
384,21,0,0.02217248092202395,0.6149088229137664,296,0
277,18,1,0.2842751684537954,0.9907014452526488,389,0
307,10,0,0.8372522085317845,0.16925262291475995,154,0
94,7,0,0.41181306905802073,0.04180602653934562,192,0
203,13,0,0.6744662681819036,0.27703748774271686,368,0
118,19,0,0.5797430578638147,0.3007034690370576,76,0
282,1,1,0.3642190875444131,0.9820290261192132,297,0
86,4,0,0.6807354148454304,0.5275682383272919,142,0
270,10,0,0.5656179249584735,0.7645988599654951,233,0
360,7,0,0.8835883192677498,0.15751938996478343,449,0
25,5,0,0.9648011054964827,0.3578376039400848,18,0
482,19,0,0.6558306972912669,0.9417717286693644,172,0
106,2,1,0.8947919017847993,0.9332491599586052,178,1
292,15,1,0.7880975968935958,0.4375404820907214,521,0
444,11,1,0.7747369718670762,0.5399672146477439,323,0
287,2,0,0.31153591654928303,0.7732797691932597,542,0
21,13,0,0.2246136507181412,0.8447741156371725,336,0
312,2,0,0.1910416642484396,0.002565065687359147,367,0
419,6,1,0.013424710607038648,0.99746204175361,275,0
181,1,0,0.47529558182393405,0.023400332880870622,92,0
383,0,1,0.8689007960973566,0.8168340159691639,379,1
256,4,0,0.26590083044667356,0.10596508441504715,408,0
387,16,0,0.7362957372778703,0.5798311054269882,331,0
56,4,1,0.19976477398759895,0.16142306056529265,533,0
320,23,0,0.9822418059679071,0.9109372202792313,37,1
227,15,1,0.4253295321651597,0.2313236501164233,521,0
202,5,1,0.6313995001746212,0.42237823067513625,62,0
452,10,1,0.6395113339156322,0.9396158134749514,285,0
95,5,1,0.12249269810520014,0.6724824080283409,229,0
468,18,0,0.2646987290779237,0.015275310667328013,321,0
402,13,0,0.774879677389388,0.09073150614048597,577,0
107,13,1,0.6172124877647519,0.020543074711578013,115,0
200,13,1,0.28461258472418793,0.3234782330105903,512,0
160,5,0,0.016735454657699544,0.6279699401660219,439,0
24,18,0,0.32145984820090745,0.6282512460162527,118,0
442,14,0,0.17963761438693837,0.19774266038498767,135,0
385,19,1,0.960144356670048,0.9686248097815284,67,1
144,7,0,0.4562585087496541,0.9813959529728565,116,0
86,7,1,0.4667513871508615,0.20779701946332652,533,0
128,23,1,0.779532757183778,0.6804482838723649,318,0
71,16,1,0.5814720912458708,0.5424504525097228,176,0
